Cum%,Name,%,Rank
80.758,ARACELI,0.01,881
80.769,KATELYN,0.01,882
80.779,ROSANNE,0.01,883
80.789,WENDI,0.01,884
80.799,TESSA,0.01,885
80.81,BERTA,0.01,886
80.82,MARVA,0.01,887
80.83,IMELDA,0.01,888
80.84,MARIETTA,0.01,889
80.85,MARCI,0.01,890
80.86,LEONOR,0.01,891
80.87,ARLINE,0.01,892
80.88,SASHA,0.01,893
80.89,MADELYN,0.01,894
80.9,JANNA,0.01,895
80.91,JULIETTE,0.01,896
80.92,DEENA,0.01,897
80.929,AURELIA,0.01,898
80.939,JOSEFA,0.01,899
80.949,AUGUSTA,0.01,900
80.959,LILIANA,0.01,901
80.968,YOUNG,0.01,902
80.978,CHRISTIAN,0.01,903
80.988,LESSIE,0.01,904
80.997,AMALIA,0.01,905
81.007,SAVANNAH,0.01,906
81.017,ANASTASIA,0.01,907
81.026,VILMA,0.01,908
81.036,NATALIA,0.01,909
81.045,ROSELLA,0.01,910
81.055,LYNNETTE,0.01,911
81.064,CORINA,0.01,912
81.074,ALFREDA,0.009,913
81.083,LEANNA,0.009,914
81.093,CAREY,0.009,915
81.102,AMPARO,0.009,916
81.112,COLEEN,0.009,917
81.121,TAMRA,0.009,918
81.131,AISHA,0.009,919
81.14,WILDA,0.009,920
81.149,KARYN,0.009,921
81.159,CHERRY,0.009,922
81.168,QUEEN,0.009,923
81.177,MAURA,0.009,924
81.187,MAI,0.009,925
81.196,EVANGELINA,0.009,926
81.205,ROSANNA,0.009,927
81.214,HALLIE,0.009,928
81.224,ERNA,0.009,929
81.233,ENID,0.009,930
81.242,MARIANA,0.009,931
81.251,LACY,0.009,932
81.26,JULIET,0.009,933
81.27,JACKLYN,0.009,934
81.279,FREIDA,0.009,935
81.288,MADELEINE,0.009,936
81.297,MARA,0.009,937
81.306,HESTER,0.009,938
81.315,CATHRYN,0.009,939
81.324,LELIA,0.009,940
81.333,CASANDRA,0.009,941
81.343,BRIDGETT,0.009,942
81.352,ANGELITA,0.009,943
81.361,JANNIE,0.009,944
81.37,DIONNE,0.009,945
81.379,ANNMARIE,0.009,946
81.388,KATINA,0.009,947
81.397,BERYL,0.009,948
81.405,PHOEBE,0.009,949
81.414,MILLICENT,0.009,950
81.423,KATHERYN,0.009,951
81.432,DIANN,0.009,952
81.441,CARISSA,0.009,953
81.45,MARYELLEN,0.009,954
81.459,LIZ,0.009,955
81.468,LAURI,0.009,956
81.476,HELGA,0.009,957
81.485,GILDA,0.009,958
81.494,ADRIAN,0.009,959
81.503,RHEA,0.009,960
81.511,MARQUITA,0.009,961
81.52,HOLLIE,0.009,962
81.529,TISHA,0.009,963
81.538,TAMERA,0.009,964
81.546,ANGELIQUE,0.009,965
81.555,FRANCESCA,0.009,966
81.564,BRITNEY,0.009,967
81.573,KAITLIN,0.009,968
81.581,LOLITA,0.009,969
81.59,FLORINE,0.009,970
81.599,ROWENA,0.009,971
81.607,REYNA,0.009,972
81.616,TWILA,0.009,973
81.624,FANNY,0.009,974
81.633,JANELL,0.009,975
81.641,INES,0.009,976
81.65,CONCETTA,0.009,977
81.658,BERTIE,0.009,978
81.667,ALBA,0.009,979
81.676,BRIGITTE,0.009,980
81.684,ALYSON,0.009,981
81.693,VONDA,0.008,982
81.701,PANSY,0.008,983
81.71,ELBA,0.008,984
81.718,NOELLE,0.008,985
81.726,LETITIA,0.008,986
81.735,KITTY,0.008,987
81.743,DEANN,0.008,988
81.752,BRANDIE,0.008,989
81.76,LOUELLA,0.008,990
81.769,LETA,0.008,991
81.777,FELECIA,0.008,992
81.786,SHARLENE,0.008,993
81.794,LESA,0.008,994
81.802,BEVERLEY,0.008,995
81.811,ROBERT,0.008,996
81.819,ISABELLA,0.008,997
81.827,HERMINIA,0.008,998
81.836,TERRA,0.008,999
81.844,CELINA,0.008,1000
81.852,TORI,0.008,1001
81.861,OCTAVIA,0.008,1002
81.869,JADE,0.008,1003
81.877,DENICE,0.008,1004
81.885,GERMAINE,0.008,1005
81.894,SIERRA,0.008,1006
81.902,MICHELL,0.008,1007
81.91,CORTNEY,0.008,1008
81.918,NELLY,0.008,1009
81.926,DORETHA,0.008,1010
81.934,SYDNEY,0.008,1011
81.943,DEIDRA,0.008,1012
81.951,MONIKA,0.008,1013
81.959,LASHONDA,0.008,1014
81.967,JUDI,0.008,1015
81.975,CHELSEY,0.008,1016
81.983,ANTIONETTE,0.008,1017
81.991,MARGOT,0.008,1018
81.999,BOBBY,0.008,1019
82.007,ADELAIDE,0.008,1020
82.015,NAN,0.008,1021
82.023,LEEANN,0.008,1022
82.03,ELISHA,0.008,1023
82.038,DESSIE,0.008,1024
82.046,LIBBY,0.008,1025
82.054,KATHI,0.008,1026
82.062,GAYLA,0.008,1027
82.07,LATANYA,0.008,1028
82.078,MINA,0.008,1029
82.086,MELLISA,0.008,1030
82.093,KIMBERLEE,0.008,1031
82.101,JASMIN,0.008,1032
82.109,RENAE,0.008,1033
82.117,ZELDA,0.008,1034
82.125,ELDA,0.008,1035
82.132,MA,0.008,1036
82.14,JUSTINA,0.008,1037
82.148,GUSSIE,0.008,1038
82.156,EMILIE,0.008,1039
82.163,CAMILLA,0.008,1040
82.171,ABBIE,0.008,1041
82.179,ROCIO,0.008,1042
82.186,KAITLYN,0.008,1043
82.194,JESSE,0.008,1044
82.202,EDYTHE,0.008,1045
82.209,ASHLEIGH,0.008,1046
82.217,SELINA,0.008,1047
82.225,LAKESHA,0.008,1048
82.232,GERI,0.008,1049
82.24,ALLENE,0.008,1050
82.248,PAMALA,0.008,1051
82.255,MICHAELA,0.008,1052
82.263,DAYNA,0.008,1053
82.27,CARYN,0.008,1054
82.278,ROSALIA,0.008,1055
82.286,SUN,0.007,1056
82.293,JACQULINE,0.007,1057
82.301,REBECA,0.007,1058
82.308,MARYBETH,0.007,1059
82.315,KRYSTLE,0.007,1060
82.323,IOLA,0.007,1061
82.33,DOTTIE,0.007,1062
82.338,BENNIE,0.007,1063
82.345,BELLE,0.007,1064
82.353,AUBREY,0.007,1065
82.36,GRISELDA,0.007,1066
82.367,ERNESTINA,0.007,1067
82.375,ELIDA,0.007,1068
82.382,ADRIANNE,0.007,1069
82.39,DEMETRIA,0.007,1070
82.397,DELMA,0.007,1071
82.404,CHONG,0.007,1072
82.412,JAQUELINE,0.007,1073
82.419,DESTINY,0.007,1074
82.427,ARLEEN,0.007,1075
82.434,VIRGINA,0.007,1076
82.441,RETHA,0.007,1077
82.448,FATIMA,0.007,1078
82.456,TILLIE,0.007,1079
82.463,ELEANORE,0.007,1080
82.47,CARI,0.007,1081
82.478,TREVA,0.007,1082
82.485,BIRDIE,0.007,1083
82.492,WILHELMINA,0.007,1084
82.499,ROSALEE,0.007,1085
82.506,MAURINE,0.007,1086
82.514,LATRICE,0.007,1087
82.521,YONG,0.007,1088
82.528,JENA,0.007,1089
82.535,TARYN,0.007,1090
82.542,ELIA,0.007,1091
82.549,DEBBY,0.007,1092
82.556,MAUDIE,0.007,1093
82.564,JEANNA,0.007,1094
82.571,DELILAH,0.007,1095
82.578,CATRINA,0.007,1096
82.585,SHONDA,0.007,1097
82.592,HORTENCIA,0.007,1098
82.599,THEODORA,0.007,1099
82.606,TERESITA,0.007,1100
82.613,ROBBIN,0.007,1101
82.62,DANETTE,0.007,1102
82.627,MARYJANE,0.007,1103
82.634,FREDDIE,0.007,1104
82.641,DELPHINE,0.007,1105
82.648,BRIANNE,0.007,1106
82.655,NILDA,0.007,1107
82.662,DANNA,0.007,1108
82.669,CINDI,0.007,1109
82.676,BESS,0.007,1110
82.683,IONA,0.007,1111
82.69,HANNA,0.007,1112
82.697,ARIEL,0.007,1113
82.704,WINONA,0.007,1114
82.711,VIDA,0.007,1115
82.718,ROSITA,0.007,1116
82.725,MARIANNA,0.007,1117
82.731,WILLIAM,0.007,1118
82.738,RACHEAL,0.007,1119
82.745,GUILLERMINA,0.007,1120
82.752,ELOISA,0.007,1121
82.759,CELESTINE,0.007,1122
82.766,CAREN,0.007,1123
82.773,MALISSA,0.007,1124
82.78,LONA,0.007,1125
82.786,CHANTEL,0.007,1126
82.793,SHELLIE,0.007,1127
82.8,MARISELA,0.007,1128
82.807,LEORA,0.007,1129
82.814,AGATHA,0.007,1130
82.82,SOLEDAD,0.007,1131
82.827,MIGDALIA,0.007,1132
82.834,IVETTE,0.007,1133
82.84,CHRISTEN,0.007,1134
82.847,ATHENA,0.007,1135
82.854,JANEL,0.007,1136
82.861,CHLOE,0.007,1137
82.867,VEDA,0.007,1138
82.874,PATTIE,0.007,1139
82.881,TESSIE,0.007,1140
82.887,TERA,0.007,1141
82.894,MARILYNN,0.007,1142
82.901,LUCRETIA,0.007,1143
82.907,KARRIE,0.007,1144
82.914,DINAH,0.007,1145
82.92,DANIELA,0.007,1146
82.927,ALECIA,0.007,1147
82.934,ADELINA,0.007,1148
82.94,VERNICE,0.007,1149
82.947,SHIELA,0.007,1150
82.953,PORTIA,0.007,1151
82.96,MERRY,0.007,1152
82.967,LASHAWN,0.007,1153
82.973,DEVON,0.007,1154
82.98,DARA,0.007,1155
82.986,TAWANA,0.007,1156
82.993,OMA,0.007,1157
82.999,VERDA,0.007,1158
83.006,CHRISTIN,0.007,1159
83.012,ALENE,0.007,1160
83.019,ZELLA,0.006,1161
83.025,SANDI,0.006,1162
83.032,RAFAELA,0.006,1163
83.038,MAYA,0.006,1164
83.045,KIRA,0.006,1165
83.051,CANDIDA,0.006,1166
83.058,ALVINA,0.006,1167
83.064,SUZAN,0.006,1168
83.071,SHAYLA,0.006,1169
83.077,LYN,0.006,1170
83.083,LETTIE,0.006,1171
83.09,ALVA,0.006,1172
83.096,SAMATHA,0.006,1173
83.103,ORALIA,0.006,1174
83.109,MATILDE,0.006,1175
83.115,MADONNA,0.006,1176
83.122,LARISSA,0.006,1177
83.128,VESTA,0.006,1178
83.134,RENITA,0.006,1179
83.141,INDIA,0.006,1180
83.147,DELOIS,0.006,1181
83.153,SHANDA,0.006,1182
83.159,PHILLIS,0.006,1183
83.166,LORRI,0.006,1184
83.172,ERLINDA,0.006,1185
83.178,CRUZ,0.006,1186
83.185,CATHRINE,0.006,1187
83.191,BARB,0.006,1188
83.197,ZOE,0.006,1189
83.203,ISABELL,0.006,1190
83.21,IONE,0.006,1191
83.216,GISELA,0.006,1192
83.222,CHARLIE,0.006,1193
83.228,VALENCIA,0.006,1194
83.235,ROXANNA,0.006,1195
83.241,MAYME,0.006,1196
83.247,KISHA,0.006,1197
83.253,ELLIE,0.006,1198
83.259,MELLISSA,0.006,1199
83.266,DORRIS,0.006,1200
83.272,DALIA,0.006,1201
83.278,BELLA,0.006,1202
83.284,ANNETTA,0.006,1203
83.29,ZOILA,0.006,1204
83.296,RETA,0.006,1205
83.302,REINA,0.006,1206
83.308,LAURETTA,0.006,1207
83.315,KYLIE,0.006,1208
83.321,CHRISTAL,0.006,1209
83.327,PILAR,0.006,1210
83.333,CHARLA,0.006,1211
83.339,ELISSA,0.006,1212
83.345,TIFFANI,0.006,1213
83.351,TANA,0.006,1214
83.357,PAULINA,0.006,1215
83.363,LEOTA,0.006,1216
83.369,BREANNA,0.006,1217
83.375,JAYME,0.006,1218
83.381,CARMEL,0.006,1219
83.387,VERNELL,0.006,1220
83.393,TOMASA,0.006,1221
83.399,MANDI,0.006,1222
83.405,DOMINGA,0.006,1223
83.411,SANTA,0.006,1224
83.417,MELODIE,0.006,1225
83.423,LURA,0.006,1226
83.429,ALEXA,0.006,1227
83.435,TAMELA,0.006,1228
83.441,RYAN,0.006,1229
83.447,MIRNA,0.006,1230
83.453,KERRIE,0.006,1231
83.458,VENUS,0.006,1232
83.464,NOEL,0.006,1233
83.47,FELICITA,0.006,1234
83.476,CRISTY,0.006,1235
83.482,CARMELITA,0.006,1236
83.488,BERNIECE,0.006,1237
83.494,ANNEMARIE,0.006,1238
83.5,TIARA,0.006,1239
83.505,ROSEANNE,0.006,1240
83.511,MISSY,0.006,1241
83.517,CORI,0.006,1242
83.523,ROXANA,0.006,1243
83.529,PRICILLA,0.006,1244
83.535,KRISTAL,0.006,1245
83.54,JUNG,0.006,1246
83.546,ELYSE,0.006,1247
83.552,HAYDEE,0.006,1248
83.558,ALETHA,0.006,1249
83.564,BETTINA,0.006,1250
83.569,MARGE,0.006,1251
83.575,GILLIAN,0.006,1252
83.581,FILOMENA,0.006,1253
83.586,CHARLES,0.006,1254
83.592,ZENAIDA,0.006,1255
83.598,HARRIETTE,0.006,1256
83.603,CARIDAD,0.006,1257
83.609,VADA,0.006,1258
83.615,UNA,0.006,1259
83.62,ARETHA,0.006,1260
83.626,PEARLINE,0.006,1261
83.632,MARJORY,0.006,1262
83.637,MARCELA,0.006,1263
83.643,FLOR,0.006,1264
83.648,EVETTE,0.006,1265
83.654,ELOUISE,0.006,1266
83.659,ALINA,0.006,1267
83.665,TRINIDAD,0.006,1268
83.671,DAVID,0.006,1269
83.676,DAMARIS,0.006,1270
83.682,CATHARINE,0.006,1271
83.687,CARROLL,0.006,1272
83.693,BELVA,0.006,1273
83.698,NAKIA,0.005,1274
83.704,MARLENA,0.005,1275
83.709,LUANNE,0.005,1276
83.715,LORINE,0.005,1277
83.72,KARON,0.005,1278
83.726,DORENE,0.005,1279
83.731,DANITA,0.005,1280
83.737,BRENNA,0.005,1281
83.742,TATIANA,0.005,1282
83.748,SAMMIE,0.005,1283
83.753,LOUANN,0.005,1284
83.759,LOREN,0.005,1285
83.764,JULIANNA,0.005,1286
83.77,ANDRIA,0.005,1287
83.775,PHILOMENA,0.005,1288
83.78,LUCILA,0.005,1289
83.786,LEONORA,0.005,1290
83.791,DOVIE,0.005,1291
83.797,ROMONA,0.005,1292
83.802,MIMI,0.005,1293
83.808,JACQUELIN,0.005,1294
83.813,GAYE,0.005,1295
83.818,TONJA,0.005,1296
83.824,MISTI,0.005,1297
83.829,JOE,0.005,1298
83.835,GENE,0.005,1299
83.84,CHASTITY,0.005,1300
83.845,STACIA,0.005,1301
83.851,ROXANN,0.005,1302
83.856,MICAELA,0.005,1303
83.861,NIKITA,0.005,1304
83.867,MEI,0.005,1305
83.872,VELDA,0.005,1306
83.877,MARLYS,0.005,1307
83.882,JOHNNA,0.005,1308
83.888,AURA,0.005,1309
83.893,LAVERN,0.005,1310
83.898,IVONNE,0.005,1311
83.903,HAYLEY,0.005,1312
83.909,NICKI,0.005,1313
83.914,MAJORIE,0.005,1314
83.919,HERLINDA,0.005,1315
83.924,GEORGE,0.005,1316
83.93,ALPHA,0.005,1317
83.935,YADIRA,0.005,1318
83.94,PERLA,0.005,1319
83.945,GREGORIA,0.005,1320
83.95,DANIEL,0.005,1321
83.955,ANTONETTE,0.005,1322
83.961,SHELLI,0.005,1323
83.966,MOZELLE,0.005,1324
83.971,MARIAH,0.005,1325
83.976,JOELLE,0.005,1326
83.981,CORDELIA,0.005,1327
83.986,JOSETTE,0.005,1328
83.992,CHIQUITA,0.005,1329
83.997,TRISTA,0.005,1330
84.002,LOUIS,0.005,1331
84.007,LAQUITA,0.005,1332
84.012,GEORGIANA,0.005,1333
84.017,CANDI,0.005,1334
84.022,SHANON,0.005,1335
84.027,LONNIE,0.005,1336
84.032,HILDEGARD,0.005,1337
84.037,CECIL,0.005,1338
84.042,VALENTINA,0.005,1339
84.047,STEPHANY,0.005,1340
84.052,MAGDA,0.005,1341
84.057,KAROL,0.005,1342
84.062,GERRY,0.005,1343
84.067,GABRIELLA,0.005,1344
84.072,TIANA,0.005,1345
84.077,ROMA,0.005,1346
84.082,RICHELLE,0.005,1347
84.087,RAY,0.005,1348
84.092,PRINCESS,0.005,1349
84.097,OLETA,0.005,1350
84.102,JACQUE,0.005,1351
84.107,IDELLA,0.005,1352
84.112,ALAINA,0.005,1353
84.117,SUZANNA,0.005,1354
84.122,JOVITA,0.005,1355
84.127,BLAIR,0.005,1356
84.132,TOSHA,0.005,1357
84.137,RAVEN,0.005,1358
84.142,NEREIDA,0.005,1359
84.147,MARLYN,0.005,1360
84.152,KYLA,0.005,1361
84.157,JOSEPH,0.005,1362
84.162,DELFINA,0.005,1363
84.167,TENA,0.005,1364
84.172,STEPHENIE,0.005,1365
84.177,SABINA,0.005,1366
84.182,NATHALIE,0.005,1367
84.186,MARCELLE,0.005,1368
84.191,GERTIE,0.005,1369
84.196,DARLEEN,0.005,1370
84.201,THEA,0.005,1371
84.206,SHARONDA,0.005,1372
84.211,SHANTEL,0.005,1373
84.216,BELEN,0.005,1374
84.221,VENESSA,0.005,1375
84.225,ROSALINA,0.005,1376
84.23,ONA,0.005,1377
84.235,GENOVEVA,0.005,1378
84.24,COREY,0.005,1379
84.245,CLEMENTINE,0.005,1380
84.25,ROSALBA,0.005,1381
84.254,RENATE,0.005,1382
84.259,RENATA,0.005,1383
84.264,MI,0.005,1384
84.269,IVORY,0.005,1385
84.274,GEORGIANNA,0.005,1386
84.278,FLOY,0.005,1387
84.283,DORCAS,0.005,1388
84.288,ARIANA,0.005,1389
84.293,TYRA,0.005,1390
84.298,THEDA,0.005,1391
84.302,MARIAM,0.005,1392
84.307,JULI,0.005,1393
84.312,JESICA,0.005,1394
84.317,DONNIE,0.005,1395
84.321,VIKKI,0.005,1396
84.326,VERLA,0.005,1397
84.331,ROSELYN,0.005,1398
84.336,MELVINA,0.005,1399
84.34,JANNETTE,0.005,1400
84.345,GINNY,0.005,1401
84.35,DEBRAH,0.005,1402
84.355,CORRIE,0.005,1403
84.359,ASIA,0.005,1404
84.364,VIOLETA,0.005,1405
84.369,MYRTIS,0.005,1406
84.374,LATRICIA,0.005,1407
84.378,COLLETTE,0.005,1408
84.383,CHARLEEN,0.005,1409
84.388,ANISSA,0.005,1410
84.392,VIVIANA,0.005,1411
84.397,TWYLA,0.005,1412
84.402,PRECIOUS,0.005,1413
84.406,NEDRA,0.005,1414
84.411,LATONIA,0.005,1415
84.416,LAN,0.005,1416
84.42,HELLEN,0.005,1417
84.425,FABIOLA,0.005,1418
84.43,ANNAMARIE,0.005,1419
84.435,ADELL,0.005,1420
84.439,SHARYN,0.005,1421
84.444,CHANTAL,0.005,1422
84.448,NIKI,0.005,1423
84.453,MAUD,0.005,1424
84.458,LIZETTE,0.005,1425
84.462,LINDY,0.005,1426
84.467,KIA,0.005,1427
84.472,KESHA,0.005,1428
84.476,JEANA,0.005,1429
84.481,DANELLE,0.005,1430
84.485,CHARLINE,0.005,1431
84.49,CHANEL,0.005,1432
84.495,CARROL,0.005,1433
84.499,VALORIE,0.005,1434
84.504,LIA,0.005,1435
84.508,DORTHA,0.005,1436
84.513,CRISTAL,0.005,1437
84.518,SUNNY,0.005,1438
84.522,LEONE,0.005,1439
84.527,LEILANI,0.005,1440
84.531,GERRI,0.005,1441
84.536,DEBI,0.005,1442
84.54,ANDRA,0.005,1443
84.545,KESHIA,0.005,1444
84.549,IMA,0.005,1445
84.554,EULALIA,0.005,1446
84.558,EASTER,0.005,1447
84.563,DULCE,0.005,1448
84.568,NATIVIDAD,0.004,1449
84.572,LINNIE,0.004,1450
84.577,KAMI,0.004,1451
84.581,GEORGIE,0.004,1452
84.586,CATINA,0.004,1453
84.59,BROOK,0.004,1454
84.594,ALDA,0.004,1455
84.599,WINNIFRED,0.004,1456
84.603,SHARLA,0.004,1457
84.608,RUTHANN,0.004,1458
84.612,MEAGHAN,0.004,1459
84.617,MAGDALENE,0.004,1460
84.621,LISSETTE,0.004,1461
84.626,ADELAIDA,0.004,1462
84.63,VENITA,0.004,1463
84.635,TRENA,0.004,1464
84.639,SHIRLENE,0.004,1465
84.643,SHAMEKA,0.004,1466
84.648,ELIZEBETH,0.004,1467
84.652,DIAN,0.004,1468
84.657,SHANTA,0.004,1469
84.661,MICKEY,0.004,1470
84.666,LATOSHA,0.004,1471
84.67,CARLOTTA,0.004,1472
84.674,WINDY,0.004,1473
84.679,SOON,0.004,1474
84.683,ROSINA,0.004,1475
84.687,MARIANN,0.004,1476
84.692,LEISA,0.004,1477
84.696,JONNIE,0.004,1478
84.701,DAWNA,0.004,1479
84.705,CATHIE,0.004,1480
84.709,BILLY,0.004,1481
84.714,ASTRID,0.004,1482
84.718,SIDNEY,0.004,1483
84.722,LAUREEN,0.004,1484
84.726,JANEEN,0.004,1485
84.731,HOLLI,0.004,1486
84.735,FAWN,0.004,1487
84.739,VICKEY,0.004,1488
84.744,TERESSA,0.004,1489
84.748,SHANTE,0.004,1490
84.752,RUBYE,0.004,1491
84.756,MARCELINA,0.004,1492
84.761,CHANDA,0.004,1493
84.765,CARY,0.004,1494
84.769,TERESE,0.004,1495
84.774,SCARLETT,0.004,1496
84.778,MARTY,0.004,1497
84.782,MARNIE,0.004,1498
84.786,LULU,0.004,1499
84.79,LISETTE,0.004,1500
84.795,JENIFFER,0.004,1501
84.799,ELENOR,0.004,1502
84.803,DORINDA,0.004,1503
84.807,DONITA,0.004,1504
84.812,CARMAN,0.004,1505
84.816,BERNITA,0.004,1506
84.82,ALTAGRACIA,0.004,1507
84.824,ALETA,0.004,1508
84.829,ADRIANNA,0.004,1509
84.833,ZORAIDA,0.004,1510
84.837,RONNIE,0.004,1511
84.841,NICOLA,0.004,1512
84.845,LYNDSEY,0.004,1513
84.85,KENDALL,0.004,1514
84.854,JANINA,0.004,1515
84.858,CHRISSY,0.004,1516
84.862,AMI,0.004,1517
84.867,STARLA,0.004,1518
84.871,PHYLIS,0.004,1519
84.875,PHUONG,0.004,1520
84.879,KYRA,0.004,1521
84.883,CHARISSE,0.004,1522
84.887,BLANCH,0.004,1523
84.892,SANJUANITA,0.004,1524
84.896,RONA,0.004,1525
84.9,NANCI,0.004,1526
84.904,MARILEE,0.004,1527
84.908,MARANDA,0.004,1528
84.912,CORY,0.004,1529
84.916,BRIGETTE,0.004,1530
84.921,SANJUANA,0.004,1531
84.925,MARITA,0.004,1532
84.929,KASSANDRA,0.004,1533
84.933,JOYCELYN,0.004,1534
84.937,IRA,0.004,1535
84.941,FELIPA,0.004,1536
84.945,CHELSIE,0.004,1537
84.949,BONNY,0.004,1538
84.954,MIREYA,0.004,1539
84.958,LORENZA,0.004,1540
84.962,KYONG,0.004,1541
84.966,ILEANA,0.004,1542
84.97,CANDELARIA,0.004,1543
84.974,TONY,0.004,1544
84.978,TOBY,0.004,1545
84.982,SHERIE,0.004,1546
84.986,OK,0.004,1547
84.99,MARK,0.004,1548
84.994,LUCIE,0.004,1549
84.998,LEATRICE,0.004,1550
85.002,LAKESHIA,0.004,1551
85.006,GERDA,0.004,1552
85.01,EDIE,0.004,1553
85.014,BAMBI,0.004,1554
85.018,MARYLIN,0.004,1555
85.023,LAVON,0.004,1556
85.027,HORTENSE,0.004,1557
85.031,GARNET,0.004,1558
85.035,EVIE,0.004,1559
85.039,TRESSA,0.004,1560
85.043,SHAYNA,0.004,1561
85.047,LAVINA,0.004,1562
85.051,KYUNG,0.004,1563
85.055,JEANETTA,0.004,1564
85.059,SHERRILL,0.004,1565
85.062,SHARA,0.004,1566
85.066,PHYLISS,0.004,1567
85.07,MITTIE,0.004,1568
85.074,ANABEL,0.004,1569
85.078,ALESIA,0.004,1570
85.082,THUY,0.004,1571
85.086,TAWANDA,0.004,1572
85.09,RICHARD,0.004,1573
85.094,JOANIE,0.004,1574
85.098,TIFFANIE,0.004,1575
85.102,LASHANDA,0.004,1576
85.106,KARISSA,0.004,1577
85.11,ENRIQUETA,0.004,1578
85.114,DARIA,0.004,1579
85.117,DANIELLA,0.004,1580
85.121,CORINNA,0.004,1581
85.125,ALANNA,0.004,1582
85.129,ABBEY,0.004,1583
85.133,ROXANE,0.004,1584
85.137,ROSEANNA,0.004,1585
85.141,MAGNOLIA,0.004,1586
85.145,LIDA,0.004,1587
85.148,KYLE,0.004,1588
85.152,JOELLEN,0.004,1589
85.156,ERA,0.004,1590
85.16,CORAL,0.004,1591
85.164,CARLEEN,0.004,1592
85.168,TRESA,0.004,1593
85.172,PEGGIE,0.004,1594
85.175,NOVELLA,0.004,1595
85.179,NILA,0.004,1596
85.183,MAYBELLE,0.004,1597
85.187,JENELLE,0.004,1598
85.191,CARINA,0.004,1599
85.195,NOVA,0.004,1600
85.198,MELINA,0.004,1601
85.202,MARQUERITE,0.004,1602
85.206,MARGARETTE,0.004,1603
85.21,JOSEPHINA,0.004,1604
85.214,EVONNE,0.004,1605
85.217,DEVIN,0.004,1606
85.221,CINTHIA,0.004,1607
85.225,ALBINA,0.004,1608
85.229,TOYA,0.004,1609
85.233,TAWNYA,0.004,1610
85.236,SHERITA,0.004,1611
85.24,SANTOS,0.004,1612
85.244,MYRIAM,0.004,1613
85.248,LIZABETH,0.004,1614
85.251,LISE,0.004,1615
85.255,KEELY,0.004,1616
85.259,JENNI,0.004,1617
85.263,GISELLE,0.004,1618
85.266,CHERYLE,0.004,1619
85.27,ARDITH,0.004,1620
85.274,ARDIS,0.004,1621
85.278,ALESHA,0.004,1622
85.282,ADRIANE,0.004,1623
85.285,SHAINA,0.004,1624
85.289,LINNEA,0.004,1625
85.293,KAROLYN,0.004,1626
85.297,HONG,0.004,1627
85.3,FLORIDA,0.004,1628
85.304,FELISHA,0.004,1629
85.308,DORI,0.004,1630
85.311,DARCI,0.004,1631
85.315,ARTIE,0.004,1632
85.319,ARMIDA,0.004,1633
85.323,ZOLA,0.004,1634
85.326,XIOMARA,0.004,1635
